Ticker,Date,Close,Volume,Stock Splits,Name,Sector
"1605.T","2025-06-20 00:00:00+09:00",2036.523,10541600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-06-23 00:00:00+09:00",2062.435,15351800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-06-24 00:00:00+09:00",1922.317,19256700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-06-25 00:00:00+09:00",1936.712,8654100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-06-26 00:00:00+09:00",1936.712,10165900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-06-27 00:00:00+09:00",1958.363,10186600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-06-30 00:00:00+09:00",1992.806,8728700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-01 00:00:00+09:00",1967.219,4259500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-02 00:00:00+09:00",1990.346,5059400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-03 00:00:00+09:00",2015.440,5813400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-04 00:00:00+09:00",2020.853,3755300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-07 00:00:00+09:00",1988.870,4839500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-08 00:00:00+09:00",2017.901,5464600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-09 00:00:00+09:00",2067.106,7604900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-10 00:00:00+09:00",2040.535,5623200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-11 00:00:00+09:00",2040.043,4712300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-14 00:00:00+09:00",2044.471,3597600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-15 00:00:00+09:00",2038.075,4580000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-16 00:00:00+09:00",2037.091,3799800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-17 00:00:00+09:00",2015.932,3423200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-18 00:00:00+09:00",2010.520,3125100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-22 00:00:00+09:00",2006.583,4371300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-23 00:00:00+09:00",2036.599,7071800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-24 00:00:00+09:00",2052.836,6306700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-25 00:00:00+09:00",2069.566,3264700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-28 00:00:00+09:00",2054.804,3254100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-29 00:00:00+09:00",2077.931,4213700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-30 00:00:00+09:00",2091.216,14617000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-07-31 00:00:00+09:00",2113.359,5064800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-01 00:00:00+09:00",2124.184,4913800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-04 00:00:00+09:00",2063.661,6634100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-05 00:00:00+09:00",2083.344,3902700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-06 00:00:00+09:00",2140.421,5037500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-07 00:00:00+09:00",2154.199,4347700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-08 00:00:00+09:00",2194.547,10682600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-12 00:00:00+09:00",2350.035,17093000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-13 00:00:00+09:00",2304.766,6964100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-14 00:00:00+09:00",2273.767,5933300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-15 00:00:00+09:00",2304.766,4861500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-18 00:00:00+09:00",2293.449,4600100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-19 00:00:00+09:00",2312.639,5491200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-20 00:00:00+09:00",2336.258,6090400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-21 00:00:00+09:00",2352.987,3579500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-22 00:00:00+09:00",2389.891,6201200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-25 00:00:00+09:00",2413.510,4835700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-26 00:00:00+09:00",2394.320,4541100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-27 00:00:00+09:00",2388.907,3816300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-28 00:00:00+09:00",2492.238,8601900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-08-29 00:00:00+09:00",2477.968,5713500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-01 00:00:00+09:00",2502.571,5391200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-02 00:00:00+09:00",2540.951,4704100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-03 00:00:00+09:00",2529.142,6280800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-04 00:00:00+09:00",2524.713,3936900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-05 00:00:00+09:00",2564.077,4107500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-08 00:00:00+09:00",2576.871,5641300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-09 00:00:00+09:00",2534.062,5429100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-10 00:00:00+09:00",2573.426,4194300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-11 00:00:00+09:00",2615.250,4562300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-12 00:00:00+09:00",2604.425,4345000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-16 00:00:00+09:00",2612.298,5014300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-17 00:00:00+09:00",2598.029,4251300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-18 00:00:00+09:00",2588.188,4855200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-19 00:00:00+09:00",2571.458,8255800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-22 00:00:00+09:00",2596.061,3000400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-24 00:00:00+09:00",2671.344,5404300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-25 00:00:00+09:00",2696.439,5325400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-26 00:00:00+09:00",2730.882,6067500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-29 00:00:00+09:00",2694.471,4062700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-09-30 00:00:00+09:00",2630.504,8239800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-01 00:00:00+09:00",2599.013,5496600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-02 00:00:00+09:00",2623.123,4178300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-03 00:00:00+09:00",2556.696,6586200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-06 00:00:00+09:00",2634.933,5526500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-07 00:00:00+09:00",2663.963,5550800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-08 00:00:00+09:00",2699.391,3798700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-09 00:00:00+09:00",2741.708,4255300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-10 00:00:00+09:00",2632.472,5144000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-14 00:00:00+09:00",2588.188,5694800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-15 00:00:00+09:00",2619.187,3528400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-16 00:00:00+09:00",2645.758,2901000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-17 00:00:00+09:00",2611.314,3595100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-20 00:00:00+09:00",2662.979,3384300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-21 00:00:00+09:00",2651.662,3269000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-22 00:00:00+09:00",2684.138,4469400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-23 00:00:00+09:00",2754.009,6239300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-24 00:00:00+09:00",2803.706,5171200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-27 00:00:00+09:00",2849.959,6034100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-28 00:00:00+09:00",2787.960,4464400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-29 00:00:00+09:00",2742.692,4224900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-30 00:00:00+09:00",2808.626,4928200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-10-31 00:00:00+09:00",2795.833,5062000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-04 00:00:00+09:00",2825.356,4898000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-05 00:00:00+09:00",2793.373,6344900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-06 00:00:00+09:00",2850.451,3701600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-07 00:00:00+09:00",2849.467,3328900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-10 00:00:00+09:00",2933.607,3898300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-11 00:00:00+09:00",2916.878,4164700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-12 00:00:00+09:00",2971.987,4828300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-13 00:00:00+09:00",2968.051,5259000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-14 00:00:00+09:00",3124.523,8507500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-17 00:00:00+09:00",3126.491,5584600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-18 00:00:00+09:00",3031.033,5946900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-19 00:00:00+09:00",3026.113,5630300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-20 00:00:00+09:00",3085.159,4119500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-21 00:00:00+09:00",3119.603,8799300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-25 00:00:00+09:00",3163.887,5154200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-26 00:00:00+09:00",3237.695,6503900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-27 00:00:00+09:00",3277.059,4439500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-11-28 00:00:00+09:00",3278.043,4049400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-01 00:00:00+09:00",3171.760,8160400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-02 00:00:00+09:00",3121.571,5273800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-03 00:00:00+09:00",3083.191,5051300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-04 00:00:00+09:00",3158.967,4200300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-05 00:00:00+09:00",3122.555,5027200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-08 00:00:00+09:00",3157.983,2938200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-09 00:00:00+09:00",3148.142,3528600,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-10 00:00:00+09:00",3165.855,3868700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-11 00:00:00+09:00",3156.014,2975200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-12 00:00:00+09:00",3133.380,5039300,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-15 00:00:00+09:00",3174.712,2892000,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-16 00:00:00+09:00",3071.382,6111200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-17 00:00:00+09:00",3055.636,4639100,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-18 00:00:00+09:00",3065.477,5494200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-19 00:00:00+09:00",3099.921,7547800,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-22 00:00:00+09:00",3142.237,3606500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-23 00:00:00+09:00",3148.142,4210400,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-24 00:00:00+09:00",3119.603,3513500,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-25 00:00:00+09:00",3107.793,2652700,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-26 00:00:00+09:00",3095.000,4446900,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-29 00:00:00+09:00",3096.000,4565200,0.000,"Inpex Corporation","Energy"
"1605.T","2025-12-30 00:00:00+09:00",3127.000,3752900,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-05 00:00:00+09:00",3116.000,7992300,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-06 00:00:00+09:00",3189.000,5392400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-07 00:00:00+09:00",3020.000,14749800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-08 00:00:00+09:00",3048.000,7702800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-09 00:00:00+09:00",3120.000,5748700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-13 00:00:00+09:00",3161.000,6961400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-14 00:00:00+09:00",3266.000,8930200,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-15 00:00:00+09:00",3286.000,4644700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-16 00:00:00+09:00",3195.000,5200900,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-19 00:00:00+09:00",3200.000,3467400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-20 00:00:00+09:00",3172.000,3565600,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-21 00:00:00+09:00",3185.000,3715400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-22 00:00:00+09:00",3222.000,4029300,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-23 00:00:00+09:00",3230.000,3048200,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-26 00:00:00+09:00",3226.000,3543400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-27 00:00:00+09:00",3258.000,3748200,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-28 00:00:00+09:00",3355.000,7230800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-29 00:00:00+09:00",3434.000,6167600,0.000,"Inpex Corporation","Energy"
"1605.T","2026-01-30 00:00:00+09:00",3443.000,7350700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-02 00:00:00+09:00",3344.000,5470500,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-03 00:00:00+09:00",3437.000,3403200,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-04 00:00:00+09:00",3561.000,4871100,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-05 00:00:00+09:00",3558.000,5191800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-06 00:00:00+09:00",3665.000,4470400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-09 00:00:00+09:00",3726.000,5180100,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-10 00:00:00+09:00",3845.000,5917700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-12 00:00:00+09:00",3998.000,7293000,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-13 00:00:00+09:00",3473.000,18191100,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-16 00:00:00+09:00",3543.000,7331400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-17 00:00:00+09:00",3567.000,5370800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-18 00:00:00+09:00",3598.000,4873200,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-19 00:00:00+09:00",3719.000,7756800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-20 00:00:00+09:00",3677.000,8884300,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-24 00:00:00+09:00",3708.000,6024800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-25 00:00:00+09:00",3620.000,5479000,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-26 00:00:00+09:00",3685.000,4552400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-02-27 00:00:00+09:00",3800.000,6660000,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-02 00:00:00+09:00",4031.000,20546300,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-03 00:00:00+09:00",4017.000,14507700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-04 00:00:00+09:00",3872.000,13913000,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-05 00:00:00+09:00",4161.000,16715900,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-06 00:00:00+09:00",4091.000,10470600,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-09 00:00:00+09:00",4101.000,34033700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-10 00:00:00+09:00",4091.000,12107400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-11 00:00:00+09:00",4171.000,8885200,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-12 00:00:00+09:00",4299.000,12324700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-13 00:00:00+09:00",4383.000,14370700,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-16 00:00:00+09:00",4370.000,10523800,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-17 00:00:00+09:00",4507.000,13330200,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-18 00:00:00+09:00",4675.000,11280100,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-19 00:00:00+09:00",4700.000,15309600,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-23 00:00:00+09:00",4483.000,16560400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-24 00:00:00+09:00",4519.000,14245400,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-25 00:00:00+09:00",4444.000,12701000,0.000,"Inpex Corporation","Energy"
"1605.T","2026-03-26 00:00:00+09:00",4687.000,9407200,0.000,"Inpex Corporation","Energy"
"1801.T","2025-03-27 00:00:00+09:00",6772.449,725700,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-03-28 00:00:00+09:00",6796.160,816400,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-03-31 00:00:00+09:00",6529.412,797500,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-01 00:00:00+09:00",6520.520,653400,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-02 00:00:00+09:00",6417.772,625800,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-03 00:00:00+09:00",6404.929,780100,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-04 00:00:00+09:00",6230.061,1120100,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-07 00:00:00+09:00",5812.155,1037700,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-08 00:00:00+09:00",6123.361,943100,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-09 00:00:00+09:00",6136.205,1067700,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-10 00:00:00+09:00",6435.556,1031600,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-11 00:00:00+09:00",6446.423,1255900,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-14 00:00:00+09:00",6547.195,538200,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-15 00:00:00+09:00",6506.689,517600,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-16 00:00:00+09:00",6672.666,595800,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-17 00:00:00+09:00",6713.172,469500,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-18 00:00:00+09:00",6942.378,749800,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-21 00:00:00+09:00",6906.812,450000,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-22 00:00:00+09:00",6913.727,490600,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-23 00:00:00+09:00",7300.019,1840700,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-24 00:00:00+09:00",7237.777,1505300,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-25 00:00:00+09:00",7315.826,1131400,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-28 00:00:00+09:00",7492.670,1229900,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-04-30 00:00:00+09:00",7651.731,1283800,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-05-01 00:00:00+09:00",7554.912,769500,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-05-02 00:00:00+09:00",7501.562,818500,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-05-07 00:00:00+09:00",7609.250,840300,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-05-08 00:00:00+09:00",7680.382,615500,0.000,"Taisei Corporation","Industrials"
"1801.T","2025-05-09 00:00:00+09:00",7819.685,851400,0.000,"Taisei Corporation","Industrials"
